season,olympic_year,country_code,country_name,imf_country_code,imf_country_name,spending_sector_code,spending_sector_name,cycle_start_year,cycle_end_year,cycle_years_available,cycle_data_complete,has_cycle_spending_data,pt_gdp_prev_cycle_mean,pt_gdp_prev_cycle_std,pt_gdp_prev_cycle_cv,pt_gdp_prev_cycle_min,pt_gdp_prev_cycle_max,pt_gdp_prev_cycle_change,pt_gdp_previous_year,pt_gdp_olympic_year,gold_medals,silver_medals,bronze_medals,total_medals
Summer,1992,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1988,1991,2,False,True,0.3503759220571735,0.003499351802963513,0.009987420889020156,0.34687657025421,0.353875273860137,0.006998703605927026,0.353875273860137,0.367388325166678,1,0,0,1
Winter,1992,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1988,1991,2,False,True,0.3503759220571735,0.003499351802963513,0.009987420889020156,0.34687657025421,0.353875273860137,0.006998703605927026,0.353875273860137,0.367388325166678,1,0,2,3
Winter,1994,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1990,1993,4,True,True,0.35083869625588426,0.011650336421892638,0.03320710214187851,0.335214615742512,0.367388325166678,-0.011661954511697992,0.335214615742512,0.34528060737853,3,4,2,9
Summer,1996,FRA,France,FRA,France,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.33325863743184,0.0,0.0,0.33325863743184,0.33325863743184,0.0,0.33325863743184,0.321257624178888,15,6,15,36
Summer,1996,HUN,Hungary,HUN,Hungary,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.387116627065199,0.0,0.0,0.387116627065199,0.387116627065199,0.0,0.387116627065199,0.231147047037855,7,4,9,20
Summer,1996,NED,Netherlands,NLD,Netherlands,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.474894324633512,0.0,0.0,0.474894324633512,0.474894324633512,0.0,0.474894324633512,0.466594124047878,4,5,10,19
Summer,1996,ESP,Spain,ESP,Spain,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.287153397794248,0.0,0.0,0.287153397794248,0.287153397794248,0.0,0.287153397794248,0.283732610842335,5,5,6,16
Summer,1996,BUL,Bulgaria,BGR,Bulgaria,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.0392732643137722,0.0,0.0,0.0392732643137722,0.0392732643137722,0.0,0.0392732643137722,0.0363031339114706,3,7,5,15
Summer,1996,GBR,United Kingdom,GBR,United Kingdom,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.227388785518492,0.0,0.0,0.227388785518492,0.227388785518492,0.0,0.227388785518492,0.22362809384248,1,8,6,15
Summer,1996,CZE,Czech Republic,CZE,Czechia,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.40588682071497,0.0,0.0,0.40588682071497,0.40588682071497,0.0,0.40588682071497,0.466978456509881,4,3,4,11
Summer,1996,NOR,Norway,NOR,Norway,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.276803244391516,0.0,0.0,0.276803244391516,0.276803244391516,0.0,0.276803244391516,0.26994148897336,2,2,3,7
Summer,1996,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1992,1995,4,True,True,0.3487376044029963,0.011677572430163811,0.03348526881738103,0.335214615742512,0.367388325166678,-0.020321455842413017,0.347066869324265,0.365616732980804,4,3,0,7
Summer,1996,DEN,Denmark,DNK,Denmark,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.465818716951398,0.0,0.0,0.465818716951398,0.465818716951398,0.0,0.465818716951398,0.478408163753384,4,1,1,6
Summer,1996,IRL,Ireland,IRL,Ireland,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.0608690049180049,0.0,0.0,0.0608690049180049,0.0608690049180049,0.0,0.0608690049180049,0.0683809162748722,3,0,1,4
Summer,1996,AUT,Austria,AUT,Austria,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.366104554985922,0.0,0.0,0.366104554985922,0.366104554985922,0.0,0.366104554985922,0.357355725404951,0,1,2,3
Summer,1996,CRO,Croatia,HRV,Croatia,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.271492109412725,0.0,0.0,0.271492109412725,0.271492109412725,0.0,0.271492109412725,0.256512897334073,1,1,0,2
Summer,1996,POR,Portugal,PRT,Portugal,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.395576253024309,0.0,0.0,0.395576253024309,0.395576253024309,0.0,0.395576253024309,0.444689862175098,1,0,1,2
Summer,1996,SLO,Slovenia,SVN,Slovenia,IMF_SEC_GG,Sector: General government,1992,1995,1,False,True,0.16270355686345,0.0,0.0,0.16270355686345,0.16270355686345,0.0,0.16270355686345,0.153504250950382,0,2,0,2
Winter,1998,NOR,Norway,NOR,Norway,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.266535135302559,0.010066913485296102,0.03776955512401239,0.252860672542801,0.276803244391516,-0.02394257184871501,0.252860672542801,0.261927002456855,10,9,5,24
Winter,1998,AUT,Austria,AUT,Austria,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.371326021173855,0.014032778295004903,0.037790990921249636,0.357355725404951,0.390517783130692,0.02441322814477004,0.390517783130692,0.353746894522238,3,3,9,15
Winter,1998,NED,Netherlands,NLD,Netherlands,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.46457853134123495,0.009354879045404045,0.02013627065029582,0.452247145342315,0.474894324633512,-0.022647179291196973,0.452247145342315,0.459808011767839,4,4,2,10
Winter,1998,FRA,France,FRA,France,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.3307462847127623,0.006952588621967945,0.02102091223188174,0.321257624178888,0.337722592527559,0.004463955095719008,0.337722592527559,0.361196423393515,2,1,5,8
Winter,1998,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1994,1997,4,True,True,0.34851221627053103,0.01071845470375001,0.030754889508463768,0.336084655398525,0.365616732980804,-0.009195951980005002,0.336084655398525,0.338119103130015,2,2,3,7
Winter,1998,CZE,Czech Republic,CZE,Czechia,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.408134927388003,0.047154557027198236,0.11553668618606036,0.351539504939158,0.466978456509881,-0.05434731577581203,0.351539504939158,0.383930168695052,1,1,1,3
Winter,1998,BUL,Bulgaria,BGR,Bulgaria,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.047834274927990396,0.014258946583720568,0.2980905763740739,0.0363031339114706,0.0679264265587284,0.028653162244956197,0.0679264265587284,0.0867610243038956,1,0,0,1
Winter,1998,DEN,Denmark,DNK,Denmark,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.46853605261227466,0.007211872240706657,0.015392352841361095,0.461381277132042,0.478408163753384,-0.0044374398193559594,0.461381277132042,0.43915971576537,0,1,0,1
Winter,1998,GBR,United Kingdom,GBR,United Kingdom,IMF_SEC_GG,Sector: General government,1994,1997,3,False,True,0.21634798358415266,0.01304549904881777,0.06029868562996555,0.198027071391486,0.227388785518492,-0.029361714127006,0.198027071391486,0.213119466079653,0,0,1,1
Summer,2000,FRA,France,FRA,France,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.347442512914607,0.019104695853538634,0.05498663848955671,0.321257624178888,0.369593411558466,0.048335787379578,0.369593411558466,0.386991616985158,13,14,11,38
Summer,2000,GBR,United Kingdom,GBR,United Kingdom,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.21692525760142126,0.012967170410411758,0.05977713500858279,0.198027071391486,0.232926399092066,0.009298305249585997,0.232926399092066,0.318418681047139,11,10,7,28
Summer,2000,NED,Netherlands,NLD,Netherlands,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.46100265390971873,0.005664555029921975,0.012287467288705249,0.452247145342315,0.466594124047878,-0.0012327895670349864,0.465361334480843,0.478089941084983,11,9,4,24
Summer,2000,HUN,Hungary,HUN,Hungary,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.24707280549691452,0.01585794100013195,0.06418327168074346,0.231147047037855,0.269679531295277,0.0021237817090300204,0.233270828746885,0.349803498215108,8,6,3,17
Summer,2000,BUL,Bulgaria,BGR,Bulgaria,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.0726678472434325,0.023838996041152517,0.328054248824703,0.0363031339114706,0.0996808041996354,0.0633776702881648,0.0996808041996354,0.181565219122713,5,6,2,13
Summer,2000,ESP,Spain,ESP,Spain,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.29802289187222025,0.01338131558050048,0.044900294391606095,0.283732610842335,0.316711699607747,0.032979088765412,0.316711699607747,0.306397613031392,3,3,5,11
Summer,2000,NOR,Norway,NOR,Norway,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.2584817325881198,0.00807750341185365,0.031249803732648393,0.249197766379463,0.26994148897336,-0.020743722593897007,0.249197766379463,0.227813074005455,4,3,3,10
Summer,2000,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.3413795930756745,0.014765011095296767,0.04325100678183704,0.325697880793354,0.365616732980804,-0.039918852187450005,0.325697880793354,0.315642002859677,1,6,2,9
Summer,2000,CZE,Czech Republic,CZE,Czechia,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.37253758192901654,0.06458875966663861,0.17337515139330395,0.287702197571975,0.466978456509881,-0.179276258937906,0.287702197571975,0.296870442138601,2,3,3,8
Summer,2000,DEN,Denmark,DNK,Denmark,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.4532603918718483,0.017780605808313674,0.03922823641149046,0.434092410836597,0.478408163753384,-0.04431575291678702,0.434092410836597,0.469463032331485,2,3,1,6
Summer,2000,AUT,Austria,AUT,Austria,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.3600136326991322,0.018990225817858235,0.05274862975460876,0.338434127738648,0.390517783130692,-0.01892159766630297,0.338434127738648,0.307298844978428,2,1,0,3
Summer,2000,EST,Estonia,EST,Estonia,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.3503755533662638,0.020602003927356893,0.058799775639085936,0.323372201403816,0.380995359624479,0.057623158220662996,0.380995359624479,0.343506750231705,1,0,2,3
Summer,2000,CRO,Croatia,HRV,Croatia,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.2590936849887078,0.014023104959962673,0.05412368487705075,0.23736606147253,0.273736903979944,0.017224006645870982,0.273736903979944,0.249457383754904,1,0,1,2
Summer,2000,POR,Portugal,PRT,Portugal,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.4701039891276607,0.02677541976314044,0.056956376423917876,0.444689862175098,0.513434829975427,0.06874496780032902,0.513434829975427,0.471691280969049,0,0,2,2
Summer,2000,SLO,Slovenia,SVN,Slovenia,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.17440698268753277,0.024692392354996012,0.14157914995430462,0.153504250950382,0.21621747699628,0.06271322604589799,0.21621747699628,0.221669985425931,2,0,0,2
Summer,2000,IRL,Ireland,IRL,Ireland,IMF_SEC_GG,Sector: General government,1996,1999,4,True,True,0.07948300572169678,0.014764696721761327,0.18575916433581663,0.0624610951008646,0.0991798773587956,0.03079896108392341,0.0991798773587956,0.125389876124465,0,1,0,1
Winter,2002,GER,Germany,DEU,Germany,IMF_SEC_GG,Sector: General government,1998,2001,2,False,True,0.333083367731855,0.0037779152898479995,0.011342251387614669,0.329305452442007,0.336861283021703,-0.007555830579695999,0.329305452442007,0.324328943580887,12,14,8,34
Winter,2002,NOR,Norway,NOR,Norway,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.23940319625737627,0.017082497623140153,0.07135450942256925,0.218674942187732,0.261927002456855,-0.04325206026912301,0.218674942187732,0.255922564723859,12,5,7,24
Winter,2002,AUT,Austria,AUT,Austria,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.32436152105537897,0.022635069166401938,0.06978345980359799,0.297966216982202,0.353746894522238,-0.05578067754003602,0.297966216982202,0.303124392187718,3,4,9,16
Winter,2002,ITA,Italy,ITA,Italy,IMF_SEC_GG,Sector: General government,1998,2001,1,False,True,0.273646420703289,0.0,0.0,0.273646420703289,0.273646420703289,0.0,0.273646420703289,0.270080456089979,4,4,5,13
Winter,2002,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.32511934627850547,0.008306115107708255,0.02554789557368581,0.315642002859677,0.338119103130015,-0.017100704799038968,0.321018398330976,0.3384765675529,3,2,6,11
Winter,2002,FRA,France,FRA,France,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.386924884502943,0.02650826993643983,0.06851011914235824,0.361196423393515,0.429918086074633,0.06872166268111801,0.429918086074633,0.474547322161265,4,4,2,10
Winter,2002,NED,Netherlands,NLD,Netherlands,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.47496372996633696,0.014138725169963945,0.029768010224624997,0.459808011767839,0.496595632531683,0.03678762076384401,0.496595632531683,0.547754406479665,3,5,0,8
Winter,2002,FIN,Finland,FIN,Finland,IMF_SEC_GG,Sector: General government,1998,2001,1,False,True,0.40102884641978,0.0,0.0,0.40102884641978,0.40102884641978,0.0,0.40102884641978,0.417547782282505,4,2,1,7
Winter,2002,SWE,Sweden,SWE,Sweden,IMF_SEC_GG,Sector: General government,1998,2001,1,False,True,0.516288931766581,0.0,0.0,0.516288931766581,0.516288931766581,0.0,0.516288931766581,0.499070268924858,0,2,5,7
Winter,2002,CRO,Croatia,HRV,Croatia,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.266126155303453,0.009797795132138881,0.036816355464823994,0.249457383754904,0.273736903979944,0.003792579142396002,0.27255145631068,0.317358117181426,3,1,0,4
Winter,2002,BUL,Bulgaria,BGR,Bulgaria,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.11225320020161211,0.040584711054488756,0.3615461383871166,0.0810057531802044,0.181565219122713,-0.0057552711236911885,0.0810057531802044,0.082430471689097,0,1,2,3
Winter,2002,CZE,Czech Republic,CZE,Czechia,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.3287429470652785,0.03892313373485755,0.11839990510010419,0.287702197571975,0.383930168695052,-0.03746118883956595,0.346468979855486,0.364175404682477,1,2,0,3
Winter,2002,EST,Estonia,EST,Estonia,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.36355815965702576,0.01932175275046459,0.05314624974637452,0.343506750231705,0.384661583604551,0.03959263843718297,0.384661583604551,0.428124317077815,1,1,1,3
Winter,2002,AUS,Australia,AUS,Australia,IMF_SEC_GG,Sector: General government,1998,2001,1,False,True,0.409539011707965,0.0,0.0,0.409539011707965,0.409539011707965,0.0,0.409539011707965,0.361403257488951,2,0,0,2
Winter,2002,GBR,United Kingdom,GBR,United Kingdom,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.258516573675996,0.04008396805894744,0.15505376498291937,0.213119466079653,0.318418681047139,0.05648228240547301,0.269601748485126,0.283774494539796,1,0,1,2
Winter,2002,POL,Poland,POL,Poland,IMF_SEC_GG,Sector: General government,1998,2001,1,False,True,0.256561352221605,0.0,0.0,0.256561352221605,0.256561352221605,0.0,0.256561352221605,0.278621185872342,0,1,1,2
Winter,2002,SLO,Slovenia,SVN,Slovenia,IMF_SEC_GG,Sector: General government,1998,2001,4,True,True,0.205105827547411,0.0215033780875515,0.10484040529068299,0.168151200052318,0.221669985425931,0.046233447662796995,0.214384647715115,0.251626376081744,0,0,1,1
Summer,2004,GER,Germany,DEU,Germany,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.32614463325314547,0.008270740727354335,0.025359119495106913,0.314082853967985,0.336861283021703,-0.022778429053717963,0.314082853967985,0.294848759725081,13,16,20,49
Summer,2004,AUS,Australia,AUS,Australia,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.345008112345537,0.06050361541858177,0.17536867468781545,0.264082067839695,0.409539011707965,-0.14545694386826996,0.264082067839695,0.37859511573155,17,15,15,47
Summer,2004,FRA,France,FRA,France,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.450496156400072,0.04647180958741138,0.1031569502363105,0.386991616985158,0.510527600379232,0.12353598339407396,0.510527600379232,0.510381633068645,11,9,13,33
Summer,2004,ITA,Italy,ITA,Italy,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.268351924631761,0.0051750177241900825,0.019284444228568016,0.261328897102015,0.273646420703289,-0.012317523601273972,0.261328897102015,0.30445525701664,10,10,11,31
Summer,2004,GBR,United Kingdom,GBR,United Kingdom,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.2911010101426355,0.01777938139477866,0.0610763301235781,0.269601748485126,0.318418681047139,-0.025809564548658015,0.292609116498481,0.283600110990393,9,9,12,30
Summer,2004,NED,Netherlands,NLD,Netherlands,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.5262779812177998,0.04136618487082957,0.07860139763991038,0.478089941084983,0.582671944774868,0.10458200368988496,0.582671944774868,0.545451797326965,4,8,9,21
Summer,2004,ESP,Spain,ESP,Spain,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.28848938991386025,0.020232397305062252,0.07013220594041057,0.26191417032695,0.309747639810238,0.0033500267788459936,0.309747639810238,0.346040489297063,3,10,5,18
Summer,2004,ROU,Romania,ROU,Romania,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.21450019149531332,0.021032847406381845,0.09805514512485364,0.189536882599577,0.240988841044282,0.051451958444705015,0.240988841044282,0.195840994440682,8,4,6,18
Summer,2004,HUN,Hungary,HUN,Hungary,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.3935379487184715,0.0813179238757979,0.2066329921691262,0.319743673958159,0.530358769105566,-0.030059824256948975,0.319743673958159,0.351500692229268,8,6,3,17
Summer,2004,GRE,Greece,GRC,Greece,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.18795416917519867,0.013845701828726053,0.07366530835408067,0.17048163577409,0.20434472363526,-0.03386308786116998,0.17048163577409,0.209585382297159,6,6,4,16
Summer,2004,BUL,Bulgaria,BGR,Bulgaria,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.11211769278992811,0.04107017477637315,0.3663130568814435,0.0810057531802044,0.181565219122713,-0.07809589195501501,0.103469327167698,0.101511367469815,2,1,8,11
Summer,2004,POL,Poland,POL,Poland,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.2664932743599083,0.009138776073159093,0.03429270811846779,0.256561352221605,0.278621185872342,0.007735932764173004,0.264297284985778,0.243598832483202,3,2,5,10
Summer,2004,CZE,Czech Republic,CZE,Czechia,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.34361253244969925,0.028105896377530977,0.08179531804953984,0.296870442138601,0.366935303122233,0.07006486098363202,0.366935303122233,0.398733457759417,1,3,4,8
Summer,2004,DEN,Denmark,DNK,Denmark,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.4752938042517205,0.0072485752097147145,0.015250725224845964,0.46918012666682,0.487073673901115,-0.0002829056646649897,0.46918012666682,0.469770294778873,2,0,6,8
Summer,2004,AUT,Austria,AUT,Austria,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.3029720737640535,0.0033196474130522016,0.010956941911542162,0.297966216982202,0.307298844978428,-0.003800004070562024,0.303498840907866,0.286785589170628,2,4,1,7
Summer,2004,SWE,Sweden,SWE,Sweden,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.4956541667125647,0.018402060567781837,0.037126815032815806,0.471603299446255,0.516288931766581,-0.04468563232032596,0.471603299446255,0.458492731243005,4,2,1,7
Summer,2004,NOR,Norway,NOR,Norway,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.24659607294957825,0.025575681117632015,0.10371487595774284,0.218674942187732,0.283973710881267,0.05616063687581199,0.283973710881267,0.281747955817357,5,0,1,6
Summer,2004,SVK,Slovakia,SVK,Slovak Republic,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.15109985497423464,0.038579293107240696,0.25532316436583735,0.103266357247821,0.197743463638665,0.09447710639084399,0.197743463638665,0.187756224648243,2,2,2,6
Summer,2004,CRO,Croatia,HRV,Croatia,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.321925473671714,0.07695718114967341,0.23905278532928742,0.249457383754904,0.448334937439846,0.19887755368494198,0.448334937439846,0.431850332857822,1,2,2,5
Summer,2004,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.3312319634098385,0.013640762785558742,0.041181903597512455,0.315642002859677,0.349790884895801,0.03414888203612404,0.349790884895801,0.358558188561856,1,1,3,5
Summer,2004,LAT,Latvia,LVA,Latvia,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.13934324962364333,0.013005135472301874,0.09333165049206088,0.122072556084867,0.153455153842437,0.020429482858759007,0.142502038943626,0.155180950270814,0,4,0,4
Summer,2004,SLO,Slovenia,SVN,Slovenia,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.2333368102751415,0.015667020474657737,0.06714337294738798,0.214384647715115,0.251626376081744,0.023996246451845005,0.245666231877776,0.264203581939324,0,1,3,4
Summer,2004,BEL,Belgium,BEL,Belgium,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.35675657730353105,0.013592370869991738,0.038099846603324855,0.339833922863034,0.373113893620577,0.03327997075754302,0.373113893620577,0.350448083013274,1,0,2,3
Summer,2004,EST,Estonia,EST,Estonia,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.401402268142952,0.04074915802609109,0.10151700989287642,0.343506750231705,0.449316421657737,0.10580967142603198,0.449316421657737,0.401859392159549,0,1,2,3
Summer,2004,LTU,Lithuania,LTU,Lithuania,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.11292091400888327,0.027138535249750847,0.24033223152635758,0.0796620579115299,0.150562493413426,0.0454437985801011,0.125105856491631,0.157483383370747,1,2,0,3
Summer,2004,POR,Portugal,PRT,Portugal,IMF_SEC_GG,Sector: General government,2000,2003,4,True,True,0.4993289655397262,0.021494826123390216,0.04304742485779168,0.471691280969049,0.525664794020311,0.05397351305126197,0.525664794020311,0.387129848326813,0,2,1,3
Summer,2004,FIN,Finland,FIN,Finland,IMF_SEC_GG,Sector: General government,2000,2003,3,False,True,0.423985627206644,0.02185180123813862,0.05153901414561016,0.40102884641978,0.453380252917647,0.052351406497867015,0.453380252917647,0.4484813363736,0,2,0,2
Summer,2004,HKG,Hong Kong,HKG,"Hong Kong SAR, China",IMF_SEC_GG,Sector: General government,2000,2003,1,False,True,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Winter,2006,GER,Germany,DEU,Germany,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.30547589882848725,0.014368352907146192,0.047035962451536836,0.288643038039996,0.324328943580887,-0.03568590554089096,0.288643038039996,0.283326051653216,10,12,6,28
Winter,2006,AUT,Austria,AUT,Austria,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.29615059186980996,0.00732984041286957,0.02475038245438261,0.286785589170628,0.303498840907866,-0.01193084697468999,0.291193545213028,0.296003650152861,9,6,6,21
Winter,2006,NOR,Norway,NOR,Norway,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.26841686946261073,0.01453092998942211,0.054135680885162116,0.25202324642796,0.283973710881267,-0.0038993182958990125,0.25202324642796,0.243789305631964,2,8,9,19
Winter,2006,SUI,Switzerland,CHE,Switzerland,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.34842596291677225,0.00717479988740888,0.020592035758031927,0.3384765675529,0.358558188561856,0.008401643103632006,0.346878210656532,0.337375691117271,4,4,5,13
Winter,2006,SWE,Sweden,SWE,Sweden,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.4820122494456852,0.017586230730616756,0.03648502864987549,0.458492731243005,0.499070268924858,-0.0001875707562349893,0.498882698168623,0.566926082769797,6,2,5,13
Winter,2006,ITA,Italy,ITA,Italy,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.275307151289378,0.01711131466554528,0.06215354227235243,0.261328897102015,0.30445525701664,-0.004716461141100969,0.265363994948878,0.240597898278311,5,0,6,11
Winter,2006,FIN,Finland,FIN,Finland,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.4347482970367523,0.016290835805091636,0.0374718795131116,0.417547782282505,0.453380252917647,0.002036034290751998,0.419583816573257,0.40833559865122,0,6,3,9
Winter,2006,FRA,France,FRA,France,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.5066572393238822,0.020377013822656328,0.04021853876962026,0.474547322161265,0.531172401686387,0.056625079525122024,0.531172401686387,0.542055275786448,3,2,4,9
Winter,2006,NED,Netherlands,NLD,Netherlands,IMF_SEC_GG,Sector: General government,2002,2005,4,True,True,0.5552053621753718,0.015893173419387747,0.0286257563455729,0.544943300119989,0.582671944774868,-0.0028111063596759633,0.544943300119989,0.555987039514427,3,2,4,9
